uid,similarity,platform,reputation,entropy,human_or_machine
6034008530,0.0,4,0.31343283582089554,1.5167044950347657,1
3183944462,0.0,1,0.14906832298136646,1.414069619291211,1
2954978512,0.14285714285714285,1,0.5234375,2.570859383012243,1
3966637673,0.0,1,0.218562874251497,0.558577924073418,1
3324496772,0.05263157894736842,1,0.47191011235955055,1.551104979116283,1
5714719606,0.16666666666666666,5,0.3924914675767918,1.8060741295707585,1
1877549595,0.23529411764705882,6,0.6595744680851063,2.678508000514082,1
3858864690,0.038461538461538464,1,0.36363636363636365,1.0706455596253577,1
3199453781,0.25,4,0.7959905660377359,1.7575315476292162,1
3579569733,0.0,4,0.32142857142857145,1.7328679513998633,1
3179226102,0.0,1,0.7823458282950423,2.1681552360159664,1
5629374092,0.14285714285714285,7,0.3684210526315789,2.118712978717501,1
2319917744,0.2,3,0.1880597014925373,3.233183484380926,1
3223931270,0.0,3,0.6119402985074627,1.874843615293514,1
5720827153,0.125,2,0.6185567010309279,1.856156181587637,1
5433762776,0.32142857142857145,2,0.8823529411764706,2.149536057908763,1
6093296804,0.16666666666666666,2,0.40313111545988256,0.7400661909751662,1
3732462947,0.0,1,0.284688995215311,1.1574206659519755,1
5427356298,0.2,5,0.28431372549019607,1.9566135442499444,1
2908594360,0.0,2,0.4919011082693947,1.6409647427554115,1
2704514377,0.0,3,0.3248730964467005,2.4319912944832844,1
1809858867,0.037037037037037035,3,0.4110429447852761,1.7045809084535535,1
5711490208,0.5714285714285714,2,0.4090909090909091,1.5607104090414063,1
5877295938,0.04,3,0.4623115577889447,2.0439632438939945,1
3895691367,0.18181818181818182,4,0.2935323383084577,2.4441269399686703,1
1518893685,0.0,2,0.34684684684684686,2.4617785152196494,1
5624806663,0.0,4,0.465564738292011,2.1567273127482953,1
5360158101,0.07142857142857142,1,0.7638888888888888,2.3701349548823623,1
2734691073,0.13043478260869565,2,0.7864806866952789,2.0667302704974353,1
2175740493,0.14285714285714285,1,0.536723163841808,1.3776667694123295,1
2132310990,0.1,3,0.2660377358490566,0.45820823797145316,1
2636593463,0.6666666666666666,3,0.3546511627906977,1.3189833467130456,1
2926217952,0.1,3,0.47560975609756095,2.552171949306366,1
5794082510,0.2222222222222222,2,0.29411764705882354,1.8904873145567236,1
2310412304,0.0,3,0.689297124600639,0.7059182060870963,1
1518891744,0.2,1,0.9035087719298246,1.2205076390133514,1
5335140949,0.0,2,0.1843137254901961,2.1556914542933976,1
5898439098,0.0,2,0.575,0.15407610367102942,1
3117890195,0.11538461538461539,5,0.4126984126984127,2.3915047651295636,1
3948409999,0.05555555555555555,1,0.5141242937853108,2.026243741143714,1
5614740573,0.038461538461538464,3,0.6751269035532995,1.9542430585211952,1
5648422123,0.047619047619047616,1,0.6944444444444444,3.0846519456895094,1
6157721813,0.0,1,0.2857142857142857,1.3208883431493221,1
2416503660,0.125,5,0.2821917808219178,2.0965174912338003,1
3308937071,0.11764705882352941,2,0.6233333333333333,1.1996674896382535,1
2641655014,0.18181818181818182,4,0.5294117647058824,2.316755030306057,1
5669693552,0.0,3,0.5,2.0552340916310903,1
2061576907,0.14285714285714285,4,0.12462908011869436,1.831091258168144,1
2172034552,0.0,1,0.5760266370699223,0.3404997784712986,1
3189980553,0.0,1,0.5579710144927537,2.12837642887996,1
2929295014,0.1,2,0.3835125448028674,1.3324054865062327,1
3910443127,0.06896551724137931,1,0.3577075098814229,2.28242389733697,1
3227704350,0.11538461538461539,1,0.7019867549668874,1.7354039876448157,1
2702342887,0.4444444444444444,6,0.48044692737430167,1.9586852611597392,1
3303837895,0.25,4,0.4678362573099415,1.4073050638899673,1
1870231940,0.0,1,0.6694386694386695,1.6478791407168827,1
2836043512,0.1,2,0.6742532005689901,2.4506787281891613,1
6026956525,0.125,3,0.5825242718446602,1.151764374315752,1
5034209748,0.0,3,0.375,1.6484506798366225,1
3252960905,0.125,5,0.17647058823529413,2.4815018073804236,1
2880739570,0.0,2,0.6211856171039845,0.5623351446188083,1
1941563207,0.0,3,0.8549250535331906,0.5982695885852573,1
2950416657,0.42857142857142855,1,0.9832946336429309,0.410116318288409,1
5977306304,0.1875,4,0.47643979057591623,1.9359182345562982,1
1779723490,0.1111111111111111,7,0.5526315789473685,2.9174329732922155,1
5698004278,0.0,3,0.26153846153846155,2.1061709162064637,1
5784650711,0.16666666666666666,2,0.6724890829694323,2.087889899526239,1
2356896933,0.0,2,0.6666666666666666,2.054198233176193,1
2676523233,0.03571428571428571,1,0.8932038834951457,0.7566199756619738,1
2550188360,0.125,5,0.5725338491295938,2.632505541394768,1
5131594744,0.05555555555555555,4,0.5882352941176471,1.3473080095562249,1
1984349991,0.0,4,0.576,1.025176770953631,1
5334793623,0.0,4,0.49110320284697506,1.8409768016595847,1
3942498591,0.5,4,0.12549019607843137,0.15407610367102942,1
1272287905,0.041666666666666664,10,0.31092436974789917,2.6885678425123976,1
3150787304,0.2,4,0.48046875,2.5992102668805783,1
2880668357,0.2,6,0.20809248554913296,1.6969253342788642,1
2944684755,0.09523809523809523,5,0.38831615120274915,2.660856425263103,1
5253415604,0.0,1,0.14760147601476015,2.11216119049701,1
2404343533,0.058823529411764705,5,0.6571428571428571,2.3132469765282324,1
2602371122,0.4,7,0.33121019108280253,2.9361204069980924,1
5063203391,0.125,4,0.21862348178137653,2.1239342262414156,1
2769406042,0.0,4,0.654292343387471,1.6396782484476098,1
5834605141,0.1111111111111111,2,0.3076923076923077,1.7530555628957951,1
1849078632,0.05263157894736842,4,0.5157384987893463,0.9771705224238221,1
1721353960,0.0,2,0.1519434628975265,2.0249132004471373,1
2859071240,0.0,1,0.5572519083969466,0.25731864054383163,1
2694548551,0.0,2,0.09454545454545454,2.7128391334831687,1
1911708260,0.42857142857142855,6,0.56875,1.3855738957414239,1
5591989440,0.0,2,0.5546863682456903,0.5195798391305154,1
3802286487,0.25,3,0.4028268551236749,2.195538517028078,1
